Codice Articolo Fornitore2222;Unita di Misura;Prezzo;Data Inizio Validita;Sconto 1;Sconto 2;Sconto 3;Sconto 4;Sconto 5;Sconto 6
51034;Pz;10,6;10/06/23;;;;;;
51035;Pz;11,6;10/06/23;;;;;;
51036;Pz;13,3;10/06/23;;;;;;
51037;Pz;14,4;10/06/23;;;;;;
51038;Pz;17,3;10/06/23;;;;;;
51040;Pz;18,6;10/06/23;;;;;;
51041;Pz;19,9;10/06/23;;;;;;
51042;Pz;24,5;10/06/23;;;;;;
51043;Pz;29,8;10/06/23;;;;;;
51046;Pz;2,87;10/06/23;;;;;;
51047;Pz;3,03;10/06/23;;;;;;
51048;Pz;3,43;10/06/23;;;;;;
51049;Pz;4,3;10/06/23;;;;;;
51050;Pz;4,91;10/06/23;;;;;;
51051;Pz;5,84;10/06/23;;;;;;
51052;Pz;6,64;10/06/23;;;;;;
51053;Pz;7,06;10/06/23;;;;;;
51054;Pz;8,39;10/06/23;;;;;;
51055;Pz;10,9;10/06/23;;;;;;
51056;Pz;12;10/06/23;;;;;;
51057;Pz;36,9;10/06/23;;;;;;
51058;Pz;40,9;10/06/23;;;;;;
51059;Pz;42,8;10/06/23;;;;;;
51060;Pz;48,9;10/06/23;;;;;;
51061;Pz;81;10/06/23;;;;;;
51062;Pz;33,7;10/06/23;;;;;;
51064;Pz;0,55;10/06/23;;;;;;
51065;Pz;0,58;10/06/23;;;;;;
51066;Pz;0,58;10/06/23;;;;;;
51067;Pz;0,68;10/06/23;;;;;;
51068;Pz;0,81;10/06/23;;;;;;
51069;Pz;0,84;10/06/23;;;;;;
51070;Pz;0,87;10/06/23;;;;;;
51071;Pz;0,9;10/06/23;;;;;;
51072;Pz;1,14;10/06/23;;;;;;
51073;Pz;1,41;10/06/23;;;;;;
51074;Pz;1,65;10/06/23;;;;;;
51075;Pz;2,31;10/06/23;;;;;;
51076;Pz;3,48;10/06/23;;;;;;
51077;Pz;6,32;10/06/23;;;;;;
51078;Pz;6,64;10/06/23;;;;;;
51079;Pz;6,85;10/06/23;;;;;;
51080;Pz;7,01;10/06/23;;;;;;
51081;Pz;8,02;10/06/23;;;;;;
51082;Pz;10,3;10/06/23;;;;;;
51083;Pz;11,8;10/06/23;;;;;;
51084;Pz;6,32;10/06/23;;;;;;
51085;Pz;7,81;10/06/23;;;;;;
51086;Pz;13,8;10/06/23;;;;;;
51087;Pz;11,6;10/06/23;;;;;;
51088;Pz;16,5;10/06/23;;;;;;
51089;Pz;11,6;10/06/23;;;;;;
51090;Pz;14,4;10/06/23;;;;;;
51091;Pz;39,8;10/06/23;;;;;;
51093;Pz;13,6;10/06/23;;;;;;
51094;Pz;14,4;10/06/23;;;;;;
51095;Pz;14,6;10/06/23;;;;;;
51096;Pz;14,9;10/06/23;;;;;;
51097;Pz;16,5;10/06/23;;;;;;
51098;Pz;16,5;10/06/23;;;;;;
51099;Pz;17,8;10/06/23;;;;;;
51100;Pz;4,46;10/06/23;;;;;;
51101;Pz;4,49;10/06/23;;;;;;
51102;Pz;4,67;10/06/23;;;;;;
51103;Pz;4,86;10/06/23;;;;;;
51104;Pz;4,99;10/06/23;;;;;;
51105;Pz;5,31;10/06/23;;;;;;
51106;Pz;5,36;10/06/23;;;;;;
51107;Pz;5,42;10/06/23;;;;;;
51108;Pz;6,21;10/06/23;;;;;;
51109;Pz;6,85;10/06/23;;;;;;
51110;Pz;7,12;10/06/23;;;;;;
51111;Pz;7,43;10/06/23;;;;;;
51112;Pz;8,18;10/06/23;;;;;;
51113;Pz;9,19;10/06/23;;;;;;
51114;Pz;9,93;10/06/23;;;;;;
51115;Pz;10,2;10/06/23;;;;;;
51116;Pz;11,7;10/06/23;;;;;;
51117;Pz;13,3;10/06/23;;;;;;
51118;Pz;14,4;10/06/23;;;;;;
51119;Pz;17;10/06/23;;;;;;
51120;Pz;18,6;10/06/23;;;;;;
51121;Pz;39,3;10/06/23;;;;;;
51122;Pz;112,6;10/06/23;;;;;;
51123;Pz;5,74;10/06/23;;;;;;
51124;Pz;6,32;10/06/23;;;;;;
51125;Pz;6,9;10/06/23;;;;;;
51126;Pz;10,1;10/06/23;;;;;;
51127;Pz;11,6;10/06/23;;;;;;
51128;Pz;22,1;10/06/23;;;;;;
51129;Pz;85;10/06/23;;;;;;
51130;Pz;17,3;10/06/23;;;;;;
51131;Pz;22,3;10/06/23;;;;;;
51132;Pz;19,4;10/06/23;;;;;;
51133;Pz;19,4;10/06/23;;;;;;
51134;Pz;19,4;10/06/23;;;;;;
51135;Pz;30,3;10/06/23;;;;;;
51136;Pz;8,71;10/06/23;;;;;;
51137;Pz;9,29;10/06/23;;;;;;
51138;Pz;14,1;10/06/23;;;;;;
51139;Pz;20,2;10/06/23;;;;;;
51140;Pz;27,6;10/06/23;;;;;;
51142;Pz;4,28;10/06/23;;;;;;
51143;Pz;4,6;10/06/23;;;;;;
51144;Pz;5,13;10/06/23;;;;;;
51145;Pz;5,79;10/06/23;;;;;;
51146;Pz;6,74;10/06/23;;;;;;
51147;Pz;7,38;10/06/23;;;;;;
51148;Pz;8,71;10/06/23;;;;;;
51163;Pz;16;10/06/23;;;;;;
51164;Pz;21,3;10/06/23;;;;;;
51165;Pz;25,7;10/06/23;;;;;;
51169;Pz;36,1;10/06/23;;;;;;
51170;Pz;47,3;10/06/23;;;;;;
51171;Pz;6,74;10/06/23;;;;;;
51172;Pz;21,8;10/06/23;;;;;;
51173;Pz;8,6;10/06/23;;;;;;
51177;Pz;36,9;10/06/23;;;;;;
51178;Pz;4,09;10/06/23;;;;;;
51179;Pz;5,02;10/06/23;;;;;;
51180;Pz;5,29;10/06/23;;;;;;
51181;Pz;6,64;10/06/23;;;;;;
51182;Pz;17,6;10/06/23;;;;;;
52453;Pz;18,6;10/06/23;;;;;;
52454;Pz;3,16;10/06/23;;;;;;
52455;Pz;2,82;10/06/23;;;;;;
53765;Pz;4,41;10/06/23;;;;;;
53766;Pz;7,91;10/06/23;;;;;;
53767;Pz;11,1;10/06/23;;;;;;
53768;Pz;12,4;10/06/23;;;;;;
53769;Pz;14,6;10/06/23;;;;;;
53770;Pz;35,3;10/06/23;;;;;;
53771;Pz;37,7;10/06/23;;;;;;
53772;Pz;43,6;10/06/23;;;;;;
53773;Pz;49,1;10/06/23;;;;;;
53774;Pz;241,5;10/06/23;;;;;;
53775;Pz;9,13;10/06/23;;;;;;
53776;Pz;9,56;10/06/23;;;;;;
53777;Pz;60,5;10/06/23;;;;;;
53778;Pz;74,3;10/06/23;;;;;;
53779;Pz;70,9;10/06/23;;;;;;
53780;Pz;5,36;10/06/23;;;;;;
53781;Pz;7,54;10/06/23;;;;;;
53782;Pz;8,6;10/06/23;;;;;;
53783;Pz;12,5;10/06/23;;;;;;
53784;Pz;13,1;10/06/23;;;;;;
53785;Pz;14,6;10/06/23;;;;;;
53786;Pz;17,6;10/06/23;;;;;;
53787;Pz;18,9;10/06/23;;;;;;
53788;Pz;21,3;10/06/23;;;;;;
53789;Pz;62,1;10/06/23;;;;;;
53790;Pz;128,5;10/06/23;;;;;;
53791;Pz;26,8;10/06/23;;;;;;
53792;Pz;1,94;10/06/23;;;;;;
53793;Pz;5,21;10/06/23;;;;;;
53794;Pz;8,02;10/06/23;;;;;;
53795;Pz;11,2;10/06/23;;;;;;
53796;Pz;0,287;10/06/23;;;;;;
53797;Pz;0,303;10/06/23;;;;;;
53798;Pz;0,314;10/06/23;;;;;;
53799;Pz;0,351;10/06/23;;;;;;
53800;Pz;0,42;10/06/23;;;;;;
53801;Pz;0,478;10/06/23;;;;;;
53802;Pz;0,52;10/06/23;;;;;;
53803;Pz;0,55;10/06/23;;;;;;
53804;Pz;0,69;10/06/23;;;;;;
53805;Pz;0,92;10/06/23;;;;;;
53806;Pz;1,09;10/06/23;;;;;;
53807;Pz;1,42;10/06/23;;;;;;
53808;Pz;1,68;10/06/23;;;;;;
53809;Pz;2,53;10/06/23;;;;;;
53810;Pz;3,37;10/06/23;;;;;;
53811;Pz;3,8;10/06/23;;;;;;
53812;Pz;6,16;10/06/23;;;;;;
53813;Pz;8,34;10/06/23;;;;;;
53814;Pz;5,47;10/06/23;;;;;;
53815;Pz;9,29;10/06/23;;;;;;
53816;Pz;12,7;10/06/23;;;;;;
53817;Pz;6,85;10/06/23;;;;;;
53818;Pz;7,01;10/06/23;;;;;;
53819;Pz;8,81;10/06/23;;;;;;
53820;Pz;6,59;10/06/23;;;;;;
53821;Pz;6,59;10/06/23;;;;;;
53822;Pz;6,74;10/06/23;;;;;;
53823;Pz;7,28;10/06/23;;;;;;
53824;Pz;7,54;10/06/23;;;;;;
53825;Pz;8,02;10/06/23;;;;;;
53826;Pz;8,81;10/06/23;;;;;;
53827;Pz;9,13;10/06/23;;;;;;
53828;Pz;10,9;10/06/23;;;;;;
53829;Pz;12,7;10/06/23;;;;;;
53830;Pz;16,2;10/06/23;;;;;;
53831;Pz;13,1;10/06/23;;;;;;
53832;Pz;50,5;10/06/23;;;;;;
53833;Pz;13;10/06/23;;;;;;
53834;Pz;17,8;10/06/23;;;;;;
53835;Pz;29,5;10/06/23;;;;;;
53836;Pz;73,3;10/06/23;;;;;;
53837;Pz;21,8;10/06/23;;;;;;
53838;Pz;27,4;10/06/23;;;;;;
53839;Pz;35,9;10/06/23;;;;;;
53840;Pz;55,8;10/06/23;;;;;;
53841;Pz;99,5;10/06/23;;;;;;
53842;Pz;27,4;10/06/23;;;;;;
53843;Pz;35,9;10/06/23;;;;;;
53844;Pz;55,8;10/06/23;;;;;;
53845;Pz;101,1;10/06/23;;;;;;
53846;Pz;2,18;10/06/23;;;;;;
53847;Pz;2,18;10/06/23;;;;;;
53848;Pz;2,18;10/06/23;;;;;;
53849;Pz;2,18;10/06/23;;;;;;
53850;Pz;2,18;10/06/23;;;;;;
53851;Pz;2,18;10/06/23;;;;;;
53852;Pz;2,18;10/06/23;;;;;;
53853;Pz;2,21;10/06/23;;;;;;
53854;Pz;2,23;10/06/23;;;;;;
53855;Pz;3,73;10/06/23;;;;;;
53856;Pz;4,75;10/06/23;;;;;;
53857;Pz;9,24;10/06/23;;;;;;
53858;Pz;4,75;10/06/23;;;;;;
53859;Pz;24,9;10/06/23;;;;;;
53860;Pz;3,49;10/06/23;;;;;;
53861;Pz;3,49;10/06/23;;;;;;
53862;Pz;3,49;10/06/23;;;;;;
53863;Pz;3,49;10/06/23;;;;;;
53864;Pz;3,49;10/06/23;;;;;;
53865;Pz;3,49;10/06/23;;;;;;
53866;Pz;3,6;10/06/23;;;;;;
53867;Pz;3,6;10/06/23;;;;;;
53868;Pz;3,6;10/06/23;;;;;;
53869;Pz;3,6;10/06/23;;;;;;
53870;Pz;4,05;10/06/23;;;;;;
53871;Pz;4,05;10/06/23;;;;;;
53872;Pz;4,05;10/06/23;;;;;;
53873;Pz;4,05;10/06/23;;;;;;
53874;Pz;4,35;10/06/23;;;;;;
53875;Pz;4,41;10/06/23;;;;;;
53876;Pz;5,13;10/06/23;;;;;;
53877;Pz;6,38;10/06/23;;;;;;
53878;Pz;8,37;10/06/23;;;;;;
53879;Pz;11,6;10/06/23;;;;;;
53880;Pz;23,8;10/06/23;;;;;;
53881;Pz;7,59;10/06/23;;;;;;
53882;Pz;3,53;10/06/23;;;;;;
53883;Pz;3,53;10/06/23;;;;;;
53884;Pz;3,53;10/06/23;;;;;;
53885;Pz;3,65;10/06/23;;;;;;
53886;Pz;3,65;10/06/23;;;;;;
53887;Pz;4,11;10/06/23;;;;;;
53888;Pz;4,11;10/06/23;;;;;;
53889;Pz;4,11;10/06/23;;;;;;
53890;Pz;4,49;10/06/23;;;;;;
53891;Pz;4,49;10/06/23;;;;;;
53892;Pz;4,49;10/06/23;;;;;;
53893;Pz;5,24;10/06/23;;;;;;
53894;Pz;5,24;10/06/23;;;;;;
53895;Pz;5,4;10/06/23;;;;;;
53896;Pz;5,4;10/06/23;;;;;;
53897;Pz;5,67;10/06/23;;;;;;
53898;Pz;5,67;10/06/23;;;;;;
53899;Pz;5,94;10/06/23;;;;;;
53900;Pz;9,08;10/06/23;;;;;;
53901;Pz;9,08;10/06/23;;;;;;
53902;Pz;9,08;10/06/23;;;;;;
53903;Pz;9,08;10/06/23;;;;;;
53904;Pz;9,08;10/06/23;;;;;;
53905;Pz;7,62;10/06/23;;;;;;
53906;Pz;13,8;10/06/23;;;;;;
53907;Pz;14,4;10/06/23;;;;;;
53908;Pz;10,6;10/06/23;;;;;;
53909;Pz;11,8;10/06/23;;;;;;
53910;Pz;13,3;10/06/23;;;;;;
53911;Pz;14,6;10/06/23;;;;;;
53912;Pz;17,3;10/06/23;;;;;;
53913;Pz;18,6;10/06/23;;;;;;
53914;Pz;4,6;10/06/23;;;;;;
53915;Pz;4,78;10/06/23;;;;;;
53916;Pz;4,97;10/06/23;;;;;;
53917;Pz;5,29;10/06/23;;;;;;
53918;Pz;5,52;10/06/23;;;;;;
53919;Pz;5,79;10/06/23;;;;;;
53920;Pz;6,48;10/06/23;;;;;;
53921;Pz;6,64;10/06/23;;;;;;
53922;Pz;7,28;10/06/23;;;;;;
53923;Pz;8,02;10/06/23;;;;;;
53924;Pz;8,65;10/06/23;;;;;;
53925;Pz;8,97;10/06/23;;;;;;
53926;Pz;9,19;10/06/23;;;;;;
53927;Pz;9,56;10/06/23;;;;;;
53928;Pz;10,9;10/06/23;;;;;;
53929;Pz;11,9;10/06/23;;;;;;
53930;Pz;12,5;10/06/23;;;;;;
53931;Pz;3,19;10/06/23;;;;;;
53932;Pz;4,17;10/06/23;;;;;;
53933;Pz;7,54;10/06/23;;;;;;
53934;Pz;7,7;10/06/23;;;;;;
53935;Pz;8,71;10/06/23;;;;;;
53936;Pz;8,71;10/06/23;;;;;;
53937;Pz;9,72;10/06/23;;;;;;
53938;Pz;9,72;10/06/23;;;;;;
53939;Pz;8,55;10/06/23;;;;;;
53940;Pz;9,19;10/06/23;;;;;;
53941;Pz;9,19;10/06/23;;;;;;
53942;Pz;9,82;10/06/23;;;;;;
53943;Pz;10,8;10/06/23;;;;;;
53944;Pz;11,5;10/06/23;;;;;;
53945;Pz;11,2;10/06/23;;;;;;
53946;Pz;11,2;10/06/23;;;;;;
53947;Pz;12,1;10/06/23;;;;;;
53948;Pz;13,1;10/06/23;;;;;;
53949;Pz;14,4;10/06/23;;;;;;
53950;Pz;16,2;10/06/23;;;;;;
53951;Pz;17;10/06/23;;;;;;
53952;Pz;18,6;10/06/23;;;;;;
53953;Pz;23,7;10/06/23;;;;;;
53954;Pz;28,4;10/06/23;;;;;;
53955;Pz;32,2;10/06/23;;;;;;
53956;Pz;11,6;10/06/23;;;;;;
53957;Pz;18,1;10/06/23;;;;;;
53958;Pz;24,5;10/06/23;;;;;;
53959;Pz;29,2;10/06/23;;;;;;
53960;Pz;17,3;10/06/23;;;;;;
53961;Pz;17,3;10/06/23;;;;;;
53962;Pz;17,3;10/06/23;;;;;;
53963;Pz;18,6;10/06/23;;;;;;
53964;Pz;19,9;10/06/23;;;;;;
53965;Pz;24,5;10/06/23;;;;;;
53966;Pz;24,5;10/06/23;;;;;;
53967;Pz;24,5;10/06/23;;;;;;
53968;Pz;29,8;10/06/23;;;;;;
53969;Pz;29,8;10/06/23;;;;;;
53970;Pz;17,8;10/06/23;;;;;;
53971;Pz;17,8;10/06/23;;;;;;
53972;Pz;17,8;10/06/23;;;;;;
53973;Pz;19,2;10/06/23;;;;;;
53974;Pz;21,3;10/06/23;;;;;;
53975;Pz;32,2;10/06/23;;;;;;
53976;Pz;43;10/06/23;;;;;;
53977;Pz;18,6;10/06/23;;;;;;
53978;Pz;87,3;10/06/23;;;;;;
53979;Pz;17,8;10/06/23;;;;;;
53980;Pz;15,4;10/06/23;;;;;;
53981;Pz;15,7;10/06/23;;;;;;
53982;Pz;19,4;10/06/23;;;;;;
53983;Pz;14,4;10/06/23;;;;;;
53984;Pz;18,9;10/06/23;;;;;;
53985;Pz;15,7;10/06/23;;;;;;
53986;Pz;20,2;10/06/23;;;;;;
53987;Pz;17,1;10/06/23;;;;;;
53988;Pz;24,9;10/06/23;;;;;;
53989;Pz;18,9;10/06/23;;;;;;
53990;Pz;28,1;10/06/23;;;;;;
53991;Pz;16,5;10/06/23;;;;;;
53992;Pz;21,8;10/06/23;;;;;;
53994;Pz;29,8;10/06/23;;;;;;
53995;Pz;24,5;10/06/23;;;;;;
53996;Pz;14,1;10/06/23;;;;;;
53997;Pz;14,6;10/06/23;;;;;;
53998;Pz;17,6;10/06/23;;;;;;
53999;Pz;19,2;10/06/23;;;;;;
54001;Pz;16,5;10/06/23;;;;;;
54002;Pz;20,5;10/06/23;;;;;;
54003;Pz;80,4;10/06/23;;;;;;
54004;Pz;80,4;10/06/23;;;;;;
54008;Pz;14,4;10/06/23;;;;;;
54011;Pz;30,3;10/06/23;;;;;;
54012;Pz;8,55;10/06/23;;;;;;
54013;Pz;10,1;10/06/23;;;;;;
54014;Pz;9,29;10/06/23;;;;;;
54015;Pz;27,4;10/06/23;;;;;;
54016;Pz;33,7;10/06/23;;;;;;
54017;Pz;33,7;10/06/23;;;;;;
54018;Pz;41,4;10/06/23;;;;;;
54019;Pz;12,5;10/06/23;;;;;;
54020;Pz;13,6;10/06/23;;;;;;
54021;Pz;14,6;10/06/23;;;;;;
54022;Pz;16,2;10/06/23;;;;;;
54023;Pz;15,4;10/06/23;;;;;;
54024;Pz;17;10/06/23;;;;;;
54025;Pz;18,6;10/06/23;;;;;;
54026;Pz;19,9;10/06/23;;;;;;
54027;Pz;14,6;10/06/23;;;;;;
54028;Pz;17;10/06/23;;;;;;
54029;Pz;17,8;10/06/23;;;;;;
54030;Pz;19,9;10/06/23;;;;;;
54031;Pz;16;10/06/23;;;;;;
54032;Pz;17,8;10/06/23;;;;;;
54033;Pz;19,4;10/06/23;;;;;;
54034;Pz;22,1;10/06/23;;;;;;
54035;Pz;14,6;10/06/23;;;;;;
54036;Pz;17;10/06/23;;;;;;
54037;Pz;17,8;10/06/23;;;;;;
54038;Pz;19,9;10/06/23;;;;;;
54039;Pz;16;10/06/23;;;;;;
54040;Pz;17,8;10/06/23;;;;;;
54041;Pz;19,4;10/06/23;;;;;;
54042;Pz;22,1;10/06/23;;;;;;
54043;Pz;2,21;10/06/23;;;;;;
54044;Pz;2,29;10/06/23;;;;;;
54045;Pz;2,31;10/06/23;;;;;;
54046;Pz;2,5;10/06/23;;;;;;
54047;Pz;2,55;10/06/23;;;;;;
54048;Pz;2,58;10/06/23;;;;;;
54049;Pz;2,71;10/06/23;;;;;;
54050;Pz;3,22;10/06/23;;;;;;
54051;Pz;3,43;10/06/23;;;;;;
54052;Pz;4,04;10/06/23;;;;;;
54053;Pz;5,21;10/06/23;;;;;;
54054;Pz;6,48;10/06/23;;;;;;
54055;Pz;3,14;10/06/23;;;;;;
54056;Pz;3,32;10/06/23;;;;;;
54057;Pz;2,29;10/06/23;;;;;;
54058;Pz;2,9;10/06/23;;;;;;
54059;Pz;3,3;10/06/23;;;;;;
54060;Pz;3,96;10/06/23;;;;;;
54061;Pz;4,25;10/06/23;;;;;;
54062;Pz;5,42;10/06/23;;;;;;
54063;Pz;7,12;10/06/23;;;;;;
54064;Pz;3,14;10/06/23;;;;;;
54065;Pz;3,32;10/06/23;;;;;;
54066;Pz;16,8;10/06/23;;;;;;
54067;Pz;27,1;10/06/23;;;;;;
54068;Pz;2,26;10/06/23;;;;;;
54069;Pz;2,37;10/06/23;;;;;;
54070;Pz;2,66;10/06/23;;;;;;
54071;Pz;3,24;10/06/23;;;;;;
54072;Pz;3,83;10/06/23;;;;;;
54073;Pz;3,59;10/06/23;;;;;;
54074;Pz;3,67;10/06/23;;;;;;
54075;Pz;3,72;10/06/23;;;;;;
54076;Pz;3,91;10/06/23;;;;;;
54077;Pz;4,41;10/06/23;;;;;;
54078;Pz;4,46;10/06/23;;;;;;
54079;Pz;4,54;10/06/23;;;;;;
54080;Pz;4,67;10/06/23;;;;;;
54081;Pz;4,97;10/06/23;;;;;;
54082;Pz;5,02;10/06/23;;;;;;
54083;Pz;3,96;10/06/23;;;;;;
54084;Pz;4,41;10/06/23;;;;;;
54085;Pz;4,67;10/06/23;;;;;;
54086;Pz;4,75;10/06/23;;;;;;
54087;Pz;4,86;10/06/23;;;;;;
54088;Pz;5,29;10/06/23;;;;;;
54089;Pz;5,52;10/06/23;;;;;;
54090;Pz;2,66;10/06/23;;;;;;
54091;Pz;3,43;10/06/23;;;;;;
54092;Pz;4,41;10/06/23;;;;;;
54093;Pz;6,74;10/06/23;;;;;;
54094;Pz;5,36;10/06/23;;;;;;
54095;Pz;3,8;10/06/23;;;;;;
54096;Pz;5,9;10/06/23;;;;;;
54097;Pz;3;10/06/23;;;;;;
54098;Pz;3,14;10/06/23;;;;;;
54099;Pz;3,43;10/06/23;;;;;;
54100;Pz;3,48;10/06/23;;;;;;
54101;Pz;3,96;10/06/23;;;;;;
54102;Pz;4,12;10/06/23;;;;;;
54103;Pz;4,44;10/06/23;;;;;;
54104;Pz;5,42;10/06/23;;;;;;
54105;Pz;5,63;10/06/23;;;;;;
54106;Pz;6,9;10/06/23;;;;;;
54107;Pz;7,12;10/06/23;;;;;;
54108;Pz;8,65;10/06/23;;;;;;
54109;Pz;10,3;10/06/23;;;;;;
54110;Pz;7,65;10/06/23;;;;;;
54111;Pz;9,72;10/06/23;;;;;;
54112;Pz;3,22;10/06/23;;;;;;
54113;Pz;3,32;10/06/23;;;;;;
54114;Pz;3,8;10/06/23;;;;;;
54115;Pz;3,96;10/06/23;;;;;;
54116;Pz;4,44;10/06/23;;;;;;
54117;Pz;4,67;10/06/23;;;;;;
54118;Pz;5,63;10/06/23;;;;;;
54119;Pz;4,01;10/06/23;;;;;;
54120;Pz;4,17;10/06/23;;;;;;
54122;Pz;4,36;10/06/23;;;;;;
54123;Pz;4,83;10/06/23;;;;;;
54124;Pz;5,63;10/06/23;;;;;;
54125;Pz;6,53;10/06/23;;;;;;
54126;Pz;8,23;10/06/23;;;;;;
54127;Pz;9,88;10/06/23;;;;;;
54128;Pz;3,67;10/06/23;;;;;;
54129;Pz;4,75;10/06/23;;;;;;
54130;Pz;5,74;10/06/23;;;;;;
54131;Pz;8,23;10/06/23;;;;;;
54132;Pz;10,6;10/06/23;;;;;;
54133;Pz;4,01;10/06/23;;;;;;
54134;Pz;4,44;10/06/23;;;;;;
54135;Pz;6,64;10/06/23;;;;;;
54136;Pz;7,49;10/06/23;;;;;;
54137;Pz;8,55;10/06/23;;;;;;
54138;Pz;9,66;10/06/23;;;;;;
54139;Pz;10,5;10/06/23;;;;;;
54140;Pz;12,1;10/06/23;;;;;;
54141;Pz;13,6;10/06/23;;;;;;
54142;Pz;16,2;10/06/23;;;;;;
54143;Pz;18,6;10/06/23;;;;;;
54144;Pz;22,1;10/06/23;;;;;;
54145;Pz;2,98;10/06/23;;;;;;
54146;Pz;3,32;10/06/23;;;;;;
54147;Pz;3,61;10/06/23;;;;;;
54148;Pz;3,88;10/06/23;;;;;;
54149;Pz;4,25;10/06/23;;;;;;
54150;Pz;4,67;10/06/23;;;;;;
54151;Pz;4,89;10/06/23;;;;;;
54152;Pz;5,23;10/06/23;;;;;;
54153;Pz;5,9;10/06/23;;;;;;
54154;Pz;6,64;10/06/23;;;;;;
54155;Pz;11,6;10/06/23;;;;;;
54156;Pz;12,6;10/06/23;;;;;;
54157;Pz;13,8;10/06/23;;;;;;
54158;Pz;14,6;10/06/23;;;;;;
54159;Pz;18,6;10/06/23;;;;;;
54160;Pz;21,8;10/06/23;;;;;;
54161;Pz;11,8;10/06/23;;;;;;
54162;Pz;12,7;10/06/23;;;;;;
54163;Pz;13,3;10/06/23;;;;;;
54164;Pz;15,4;10/06/23;;;;;;
54165;Pz;19,9;10/06/23;;;;;;
54172;Pz;10,5;10/06/23;;;;;;
54173;Pz;12,9;10/06/23;;;;;;
54174;Pz;27,9;10/06/23;;;;;;
54175;Pz;47,3;10/06/23;;;;;;
54176;Pz;16;10/06/23;;;;;;
54177;Pz;20,7;10/06/23;;;;;;
54178;Pz;24,7;10/06/23;;;;;;
54179;Pz;33,7;10/06/23;;;;;;
54180;Pz;26,8;10/06/23;;;;;;
54181;Pz;28,7;10/06/23;;;;;;
54182;Pz;33,2;10/06/23;;;;;;
54183;Pz;39,1;10/06/23;;;;;;
54184;Pz;59,5;10/06/23;;;;;;
54185;Pz;56,3;10/06/23;;;;;;
54186;Pz;20,5;10/06/23;;;;;;
54187;Pz;22,1;10/06/23;;;;;;
54188;Pz;26,6;10/06/23;;;;;;
54189;Pz;25,3;10/06/23;;;;;;
54190;Pz;26,3;10/06/23;;;;;;
54191;Pz;46,7;10/06/23;;;;;;
54192;Pz;48,9;10/06/23;;;;;;
54193;Pz;81,2;10/06/23;;;;;;
54194;Pz;111,8;10/06/23;;;;;;
54195;Pz;202,8;10/06/23;;;;;;
54196;Pz;18,6;10/06/23;;;;;;
54197;Pz;19,7;10/06/23;;;;;;
54198;Pz;29,5;10/06/23;;;;;;
54199;Pz;26,8;10/06/23;;;;;;
54200;Pz;28,7;10/06/23;;;;;;
54201;Pz;40,9;10/06/23;;;;;;
54202;Pz;8,71;10/06/23;;;;;;
54203;Pz;8,71;10/06/23;;;;;;
54205;Pz;65,6;10/06/23;;;;;;
54206;Pz;12;10/06/23;;;;;;
54207;Pz;6,53;10/06/23;;;;;;
54208;Pz;16;10/06/23;;;;;;
54209;Pz;25,8;10/06/23;;;;;;
54210;Pz;11;10/06/23;;;;;;
54211;Pz;13,3;10/06/23;;;;;;
54212;Pz;8,59;10/06/23;;;;;;
54213;Pz;9,29;10/06/23;;;;;;
54214;Pz;9,72;10/06/23;;;;;;
54215;Pz;10,6;10/06/23;;;;;;
54216;Pz;11,6;10/06/23;;;;;;
54217;Pz;5,9;10/06/23;;;;;;
54218;Pz;6,05;10/06/23;;;;;;
54219;Pz;6,27;10/06/23;;;;;;
54220;Pz;6,85;10/06/23;;;;;;
54222;Pz;12,3;10/06/23;;;;;;
54223;Pz;16,5;10/06/23;;;;;;
54224;Pz;21,8;10/06/23;;;;;;
54225;Pz;29,5;10/06/23;;;;;;
62770;Pz;37,6;10/06/23;;;;;;
69360;Pz;3,69;10/06/23;;;;;;
69361;Pz;4,01;10/06/23;;;;;;
69362;Pz;4,67;10/06/23;;;;;;
73770;Pz;3,53;10/06/23;;;;;;
73771;Pz;3,53;10/06/23;;;;;;
82969;Pz;4,37;10/06/23;;;;;;
82981;Pz;12,7;10/06/23;;;;;;
82985;Pz;13;10/06/23;;;;;;
82986;Pz;13;10/06/23;;;;;;
55181;ROT;53,2;10/06/23;;;;;;
55182;ROT;66,9;10/06/23;;;;;;
12940;ROT;2,98;10/06/23;;;;;;
12941;ROT;3,51;10/06/23;;;;;;
12943;ROT;2,66;10/06/23;;;;;;
20993;ROT;2,72;10/06/23;;;;;;
21052;ROT;3,26;10/06/23;;;;;;
23684;ROT;3,98;10/06/23;;;;;;
5061;Pz;30,4;10/06/23;;;;;;
5062;Pz;35;10/06/23;;;;;;
5063;Pz;42,9;10/06/23;;;;;;
5064;Pz;45,6;10/06/23;;;;;;
5065;Pz;46,5;10/06/23;;;;;;
5066;Pz;9,73;10/06/23;;;;;;
5067;Pz;16,3;10/06/23;;;;;;
5590;Pz;16,4;10/06/23;;;;;;
8518;Pz;53,4;10/06/23;;;;;;
38815;Pz;31;10/06/23;;;;;;
38816;Pz;35,8;10/06/23;;;;;;
38817;Pz;43,8;10/06/23;;;;;;
38818;Pz;8,75;10/06/23;;;;;;
38819;Pz;11,7;10/06/23;;;;;;
38820;Pz;12,9;10/06/23;;;;;;
38821;Pz;14,6;10/06/23;;;;;;
38823;Pz;0,94;10/06/23;;;;;;
40713;Pz;11,7;10/06/23;;;;;;
